     0.003     0.326
     0.007      0.68
     0.010     1.008
     0.013     1.248
     0.017     1.377
     0.020     1.417
     0.023     1.505
     0.027     1.546
     0.030     1.878
     0.033     2.002
     0.037     2.252
     0.040     2.348
     0.043     2.448
     0.047     2.518
     0.050     2.745
     0.053     2.795
     0.057     3.048
     0.060      3.25
     0.063      3.47
     0.067     3.502
     0.070     3.593
     0.073     4.148
     0.077     4.207
     0.080     4.214
     0.083     4.268
     0.087     4.331
     0.090     4.507
     0.093     4.807
     0.097     4.819
     0.100     4.905
     0.103     5.256
     0.107     5.259
     0.110     5.335
     0.113     5.519
     0.117     6.195
     0.120     6.379
     0.123     6.431
     0.127     6.471
     0.130     6.508
     0.133     6.704
     0.137     6.848
     0.140     7.634
     0.143     7.717
     0.147     7.828
     0.150     7.838
     0.153     7.939
     0.157     8.083
     0.160     8.309
     0.163     8.367
     0.167     8.643
     0.170     8.719
     0.173     8.744
     0.177     8.841
     0.180     9.027
     0.183     9.091
     0.187     9.308
     0.190     9.331
     0.193     9.482
     0.197      9.58
     0.200     9.623
     0.203     9.628
     0.207     9.696
     0.210     9.822
     0.213     9.846
     0.217     9.999
     0.220    10.008
     0.223    10.043
     0.227    10.302
     0.230    10.334
     0.233    10.338
     0.237    10.488
     0.240    10.837
     0.243    10.939
     0.247    11.004
     0.250    11.038
     0.253    11.194
     0.257    11.255
     0.260    11.345
     0.263    11.973
     0.267    12.018
     0.270    12.072
     0.273    12.084
     0.277     12.19
     0.280    12.304
     0.283    12.598
     0.287    12.661
     0.290    12.837
     0.293    13.011
     0.297    13.027
     0.300    13.279
     0.303    13.408
     0.307    13.465
     0.310      13.5
     0.313    13.585
     0.317     13.61
     0.320    13.689
     0.323    13.813
     0.327    13.935
     0.330    14.117
     0.333    14.118
     0.337    14.389
     0.340    14.504
     0.343     14.54
     0.347    14.605
     0.350    14.623
     0.353    14.701
     0.357    14.838
     0.360    15.135
     0.363    15.263
     0.367    15.324
     0.370    15.329
     0.373    15.446
     0.377    15.453
     0.380    15.504
     0.383    15.603
     0.387    15.711
     0.390    15.728
     0.393    15.855
     0.397    16.168
     0.400    16.327
     0.403    16.439
     0.407    16.824
     0.410    16.887
     0.413     17.09
     0.417    17.349
     0.420    17.418
     0.423    17.514
     0.427    17.809
     0.430    17.943
     0.433    18.044
     0.437    18.309
     0.440    18.375
     0.443    18.525
     0.447    18.862
     0.450    19.072
     0.453    19.333
     0.457     19.38
     0.460    19.474
     0.463    19.642
     0.467    19.847
     0.470    20.005
     0.473    20.221
     0.477    20.678
     0.480    21.359
     0.483    22.059
     0.487    22.234
     0.490    22.304
     0.493    22.789
     0.497    22.926
     0.500    23.214
     0.503    23.218
     0.507     23.31
     0.510    23.561
     0.513    23.616
     0.517    24.096
     0.520    24.174
     0.523    24.277
     0.527    25.283
     0.530    25.811
     0.533    25.816
     0.537    25.816
     0.540    25.888
     0.543    25.895
     0.547    26.052
     0.550    26.691
     0.553    26.873
     0.557    26.923
     0.560     27.55
     0.563    27.915
     0.567     28.24
     0.570    28.246
     0.573    28.406
     0.577    29.591
     0.580    29.684
     0.583    29.752
     0.587    30.189
     0.590    30.261
     0.593    30.394
     0.597    30.578
     0.600    30.847
     0.603    31.067
     0.607    31.087
     0.610    31.167
     0.613    31.415
     0.617    31.485
     0.620    31.841
     0.623     31.97
     0.627    32.013
     0.630    32.225
     0.633    32.327
     0.637    32.341
     0.640    32.558
     0.643    32.644
     0.647    32.844
     0.650    32.873
     0.653    32.876
     0.657    32.933
     0.660    32.984
     0.663    33.048
     0.667     33.26
     0.670    33.402
     0.673    33.648
     0.677    34.121
     0.680    34.303
     0.683    34.483
     0.687    34.538
     0.690    34.543
     0.693    34.617
     0.697    34.681
     0.700    34.702
     0.703    34.714
     0.707    34.922
     0.710     35.04
     0.713    35.065
     0.717    35.156
     0.720    35.519
     0.723    35.781
     0.727    36.004
     0.730    36.273
     0.733    36.752
     0.737    36.781
     0.740    36.796
     0.743    36.827
     0.747    36.866
     0.750    37.466
     0.753     37.52
     0.757    38.346
     0.760    38.747
     0.763    38.764
     0.767     39.01
     0.770    39.086
     0.773    39.987
     0.777    40.118
     0.780    40.651
     0.783    41.107
     0.787     41.12
     0.790    41.193
     0.793    41.333
     0.797    41.396
     0.800    41.606
     0.803    42.216
     0.807    42.976
     0.810    43.206
     0.813    43.494
     0.817     46.34
     0.820    46.436
     0.823    46.477
     0.827    46.596
     0.830    47.305
     0.833    48.466
     0.837    48.639
     0.840    49.419
     0.843    49.585
     0.847    50.261
     0.850    52.261
     0.853     52.38
     0.857     52.89
     0.860     53.13
     0.863    53.409
     0.867    54.258
     0.870    54.481
     0.873    55.943
     0.877    56.361
     0.880    56.754
     0.883    56.802
     0.887    56.914
     0.890    58.136
     0.893    58.741
     0.897    58.794
     0.900    59.304
     0.903    59.805
     0.907    60.972
     0.910     62.68
     0.913    62.699
     0.917    62.742
     0.920    63.558
     0.923    63.728
     0.927    65.302
     0.930     65.35
     0.933    65.835
     0.937    67.637
     0.940    67.674
     0.943    67.969
     0.947    68.004
     0.950    70.088
     0.953    73.697
     0.957    74.036
     0.960    77.211
     0.963    79.348
     0.967    85.452
     0.970    86.274
     0.973    86.859
     0.977    90.065
     0.980    90.906
     0.983    93.787
     0.987    99.075
     0.990   102.694
     0.993   103.916
     0.997   110.464
     1.000    134.06
